Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,100.8628028284785,100.92793330602919,100.5483362350591,100.66161321373852,100.66189160040719,1637764
2021-01-12,98.65803249280656,99.18554528954373,98.09065260189595,98.63881500556695,98.59816105701265,3955372
2021-01-13,100.33997402747879,100.40433114217433,99.89644218999298,100.18053110017075,100.19936872323976,2327313
2021-01-14,102.04260766302207,102.68561760568093,101.62882038697353,102.13394761652219,102.04160639666169,3860496
2021-01-15,98.26474711433704,98.8326030821823,97.72678328873981,98.274487853095,98.16996814223879,3812699
2021-01-18,95.7738655291069,95.99210559576126,95.424581200416,95.79599418904724,95.8617287983804,2066422
2021-01-19,95.92859993608447,96.10945462934839,95.83380572904008,96.08927217540968,96.1326949237228,1169043
2021-01-20,95.6576922202682,95.76427911071806,95.51897800061259,95.53119334209147,95.481073052639,3223883
2021-01-21,95.67111803144718,95.98176748912718,95.03628761352971,95.54685953065528,95.54671622739862,2631076
2021-01-22,94.08911166482862,94.24209587482171,93.83859418414202,93.9775500327533,94.02545542063271,4421246
2021-01-25,95.98703211853307,96.31768529743405,95.55597556747831,95.69287878250663,95.71293603900399,2431916
2021-01-26,97.52358235012136,97.68221282991288,96.78990666044497,97.24170881983864,97.24891555341836,1998090
2021-01-27,97.34585628404042,97.49041962900391,97.23640377104843,97.41890968979858,97.47225404807048,4440715
2021-01-28,99.76435817770613,99.80790975118511,99.47399020245862,99.68997902210842,99.65355666644642,3943919
2021-01-29,100.55123189067054,100.72964179367237,100.10564625620846,100.67679612958797,100.67836560274789,3473450
2021-02-01,99.01548061237122,99.3260842895215,98.95999405112508,99.01085575270147,99.0099721482258,4815866
2021-02-02,99.67394362324568,100.0527131404084,99.17768793814369,99.79364599166381,99.78003603205119,4131991
2021-02-03,98.26439603351436,98.742528512513,97.63690404575644,97.94703387063086,97.92794372381583,4464967
2021-02-04,99.80547083072899,99.98944428801671,99.48183745106337,99.73292546968575,99.73655915095199,4196009
2021-02-05,99.63975148927865,99.8719907858422,99.62483380698109,99.68321918000757,99.68493410498945,2606080
2021-02-08,99.60222409488783,99.74572335556402,99.269892396066,99.36501623734043,99.31292772247838,1249421
2021-02-09,97.64425569847717,98.1899579697252,97.42492239926277,98.07000020584807,98.10931626837255,3428830
2021-02-10,100.14268289797484,100.6443985067486,100.0763916244585,100.5477097040201,100.49862305580521,4059572
2021-02-11,100.447194401273,100.68449568615816,100.19697523072593,100.28756895325095,100.27662590244199,4967080
2021-02-12,99.49387871064171,99.5074769748545,99.18850072373671,99.48184768475102,99.4671601612453,3726438
2021-02-15,98.88260005101621,99.02710121725676,98.05474116780282,98.83309528490138,98.85079152913728,3273749
2021-02-16,99.67574702015865,100.03438144626955,99.42702777099763,99.94086937957331,99.83497683452782,3302859
2021-02-17,100.71967043897926,101.33493370568667,100.67159807573519,100.72435083986528,100.76921899624811,1460110
2021-02-18,102.01718204454593,102.54817415696083,101.57989229480965,101.61002874697449,101.57563424263334,1029495
